사업소| 호기 | 일자| 용량(MW)| 발전량(MWh)| 열효율(%)| 이용율(%)| 발전원
영흥해양소수력| 2| 201807| 4.6| 510.32| 0| 14.91| 소수력
영흥해양소수력| 3| 201807| 5| 1492.16| 0| 40.11| 소수력
예천태양광| 1| 201807| 2.01| 159.6| 0| 10.67| 태양력
탑선태양광| 1| 201807| 0.61| 79.03| 0| 17.41| 태양력
탑선태양광| 3| 201807| 0.4| 44.51| 0| 14.96| 태양력
탕정태양광| 1| 201807| 1.2| 0| 0| 0| 태양력
경상대태양광| 1| 201806| 0.91| 107.18| 0| 16.36| 태양력
광양항세방태양광| 1| 201806| 3.1| 406.2| 0| 18.2| 태양력
구미태양광| 1| 201806| 0.99| 107.97| 0| 15.15| 태양력
두산태양광| 1| 201806| 0.08| 9.15| 0| 15.89| 태양력
본사사옥태양광| 1| 201806| 0.4| 45.1| 0| 15.66| 태양력
분당| CG1| 201806| 77.76| 543| 26.58| .97| 복합
분당| CG2| 201806| 77.76| 650| 25.12| 1.16| 복합
분당| CG3| 201806| 77.76| 0| 0| 0| 복합
분당| CG4| 201806| 77.76| 0| 0| 0| 복합
분당| CG5| 201806| 77.76| 0| 0| 0| 복합
분당| CG6| 201806| 77.76| 457| 25.27| .82| 복합
분당| CG7| 201806| 77.76| 1681| 25.88| 3| 복합
분당| CG8| 201806| 77.76| 175| 22.13| .31| 복합
분당| CS1| 201806| 185| 391| 0| .29| 복합
분당| CS2| 201806| 115| 412| 0| .5| 복합
분당연료전지| 1| 201806| 0.3| 2.75| 39.78| 1.27| 기타
분당연료전지| 2| 201806| 3.08| 2076.9| 32.95| 93.66| 기타
분당연료전지| 3| 201806| 5.72| 3858.56| 33.72| 93.69| 기타
분당연료전지| 4| 201806| 0| 0| 0| 0| 기타
분당연료전지| 5| 201806| 5.72| 3277.75| 35.74| 79.59| 기타
삼천포| 1| 201806| 560| 0| 0| 0| 석탄
삼천포| 2| 201806| 560| 0| 0| 0| 석탄
삼천포| 3| 201806| 560| 394651| 38.02| 97.88| 석탄
삼천포| 4| 201806| 560| 394580| 37.43| 97.86| 석탄
삼천포| 5| 201806| 500| 351142| 37.29| 97.54| 석탄
삼천포| 6| 201806| 500| 352306| 38.02| 97.86| 석탄
삼천포태양광| 1| 201806| 0.1| 7.86| 0| 10.92| 태양력
삼천포태양광| 2| 201806| 0.99| 99.29| 0| 13.93| 태양력
삼천포태양광| 3| 201806| 0.35| 37.88| 0| 15.03| 태양력
삼천포태양광| 4| 201806| 1.85| 187.24| 0| 14.06| 태양력
삼천포태양광#5| 1| 201806| 3.94| 473.88| 0| 16.7| 태양력
삼천포태양광#5| 2| 201806| 6.65| 771.78| 0| 16.12| 태양력
삼천포풍력| 1| 201806| 0.75| 15.06| 0| 2.79| 풍력
